item_id,date,weather,p10,p50,p90
1,2018-01-13T16:00:00Z,sky is clear,3463.9013671875,3995.1477050781,4787.9404296875
1,2018-01-13T17:00:00Z,sky is clear,3076.3618164062,3674.9924316406,4273.6513671875
1,2018-01-13T18:00:00Z,sky is clear,2734.876953125,3121.2504882812,3727.4541015625
1,2018-01-13T19:00:00Z,sky is clear,2183.1350097656,2589.998046875,3079.5869140625
1,2018-01-13T20:00:00Z,sky is clear,1805.3607177734,2373.3208007812,2772.7170410156
1,2018-01-13T21:00:00Z,sky is clear,1701.6129150391,2211.7609863281,2714.2827148438
1,2018-01-13T22:00:00Z,sky is clear,1502.0727539062,1835.0844726562,2296.4077148438
1,2018-01-13T23:00:00Z,sky is clear,1222.0786132812,1499.7481689453,1927.3270263672
1,2018-01-14T00:00:00Z,sky is clear,771.7659912109,970.2141723633,1331.1047363281
1,2018-01-14T01:00:00Z,sky is clear,340.5317687988,616.8463134766,909.8912353516
1,2018-01-14T02:00:00Z,sky is clear,142.2677001953,387.3677062988,622.0269165039
1,2018-01-14T03:00:00Z,sky is clear,86.6784286499,299.28125,521.7174072266
1,2018-01-14T04:00:00Z,sky is clear,2.6837539673,209.5551757812,474.8550109863
1,2018-01-14T05:00:00Z,sky is clear,61.1206665039,325.8510131836,655.6231689453
1,2018-01-14T06:00:00Z,sky is clear,326.0695800781,643.8671264648,1052.2221679688
1,2018-01-14T07:00:00Z,sky is clear,160.1889648438,922.2044067383,1588.8596191406
1,2018-01-14T08:00:00Z,sky is clear,818.3548583984,2124.5217285156,3420.2905273438
1,2018-01-14T09:00:00Z,sky is clear,1831.6594238281,3738.1450195312,6167.865234375
1,2018-01-14T10:00:00Z,sky is clear,2622.0349121094,4973.4560546875,7452.73046875
1,2018-01-14T11:00:00Z,sky is clear,1347.8776855469,4036.7873535156,7134.6674804688
1,2018-01-14T12:00:00Z,sky is clear,2424.9365234375,4341.869140625,7116.4282226562
1,2018-01-14T13:00:00Z,sky is clear,366.6958007812,4074.0642089844,7195.55859375
1,2018-01-14T14:00:00Z,sky is clear,1768.5690917969,4561.0166015625,8394.587890625
1,2018-01-14T15:00:00Z,sky is clear,1356.611328125,4665.5244140625,8603.333984375
1,2018-01-14T16:00:00Z,sky is clear,87.28515625,4428.5537109375,9349.134765625
1,2018-01-14T17:00:00Z,sky is clear,1528.052734375,3968.2336425781,7390.7880859375
1,2018-01-14T18:00:00Z,sky is clear,652.6279296875,3473.6420898438,5815.2583007812
1,2018-01-14T19:00:00Z,sky is clear,1267.2468261719,3007.5266113281,5527.7788085938
1,2018-01-14T20:00:00Z,sky is clear,1460.7287597656,3064.5168457031,4374.2841796875
1,2018-01-14T21:00:00Z,sky is clear,1233.5753173828,2485.6359863281,4563.7495117188
1,2018-01-14T22:00:00Z,sky is clear,1111.8970947266,1923.6917724609,3866.4506835938
1,2018-01-14T23:00:00Z,sky is clear,570.2660522461,1378.8245849609,2515.6459960938
1,2018-01-15T00:00:00Z,sky is clear,-73.1561279297,842.6585693359,1771.8355712891
1,2018-01-15T01:00:00Z,sky is clear,-40.9423522949,587.6766357422,1370.7993164062
1,2018-01-15T02:00:00Z,sky is clear,-197.7506103516,358.8039245605,936.0964355469
1,2018-01-15T03:00:00Z,sky is clear,-310.9308166504,286.2152099609,852.721862793
1,2018-01-15T04:00:00Z,sky is clear,-141.7199707031,570.3247070312,1133.9587402344
1,2018-01-15T05:00:00Z,sky is clear,16.5944824219,1466.0267333984,2765.2866210938
1,2018-01-15T06:00:00Z,sky is clear,205.4266357422,2546.8288574219,5843.373046875
1,2018-01-15T07:00:00Z,sky is clear,473.0161132812,3759.7414550781,7881.0688476562
1,2018-01-15T08:00:00Z,sky is clear,-1693.0668945312,3896.2580566406,8356.17578125
1,2018-01-15T09:00:00Z,sky is clear,1057.1938476562,3493.2197265625,7716.1625976562
1,2018-01-15T10:00:00Z,sky is clear,1380.3928222656,4072.4313964844,8667.59765625
1,2018-01-15T11:00:00Z,sky is clear,1313.2377929688,3368.259765625,6998.8295898438
1,2018-01-15T12:00:00Z,sky is clear,1516.4543457031,2622.3024902344,4740.748046875
1,2018-01-15T13:00:00Z,sky is clear,609.5864257812,2730.3359375,4997.3959960938
1,2018-01-15T14:00:00Z,sky is clear,1142.6186523438,3286.6442871094,6023.8959960938
1,2018-01-15T15:00:00Z,sky is clear,1834.4180908203,3796.1701660156,6310.9809570312
1,2018-01-15T16:00:00Z,sky is clear,2206.216796875,4026.2573242188,5703.8046875
1,2018-01-15T17:00:00Z,sky is clear,1994.8011474609,3554.330078125,5072.7158203125
1,2018-01-15T18:00:00Z,sky is clear,1040.8537597656,3047.4404296875,4980.4365234375
1,2018-01-15T19:00:00Z,sky is clear,1513.4744873047,3224.1491699219,5836.4702148438
1,2018-01-15T20:00:00Z,sky is clear,486.3345947266,2882.9296875,4867.5537109375
1,2018-01-15T21:00:00Z,sky is clear,881.3442382812,2385.2360839844,4567.6435546875
1,2018-01-15T22:00:00Z,sky is clear,957.6832885742,1668.4731445312,2709.2604980469
1,2018-01-15T23:00:00Z,sky is clear,559.5647583008,1131.4948730469,1857.1127929688
1,2018-01-16T00:00:00Z,sky is clear,-15.2744903564,599.2098388672,1082.2069091797
1,2018-01-16T01:00:00Z,sky is clear,-110.8947219849,330.1254272461,849.7384643555
1,2018-01-16T02:00:00Z,sky is clear,-152.7679290771,213.3110656738,610.4105224609
1,2018-01-16T03:00:00Z,sky is clear,-163.125579834,292.9852294922,767.4567871094
1,2018-01-16T04:00:00Z,sky is clear,-32.9351806641,498.8268432617,1169.7297363281
1,2018-01-16T05:00:00Z,sky is clear,412.0017700195,1306.3673095703,2356.2084960938
1,2018-01-16T06:00:00Z,sky is clear,965.5317382812,2403.958984375,4550.9267578125
1,2018-01-16T07:00:00Z,sky is clear,1031.6260986328,3629.9848632812,6480.8076171875
1,2018-01-16T08:00:00Z,sky is clear,1739.0048828125,3788.1437988281,6678.2348632812
1,2018-01-16T09:00:00Z,sky is clear,1877.9488525391,3148.3171386719,4975.7758789062
1,2018-01-16T10:00:00Z,sky is clear,945.7821044922,2797.4345703125,4712.8544921875
1,2018-01-16T11:00:00Z,sky is clear,2163.1369628906,2960.623046875,4226.7583007812
1,2018-01-16T12:00:00Z,sky is clear,1983.2486572266,3021.296875,4269.1923828125
1,2018-01-16T13:00:00Z,sky is clear,2073.9685058594,2944.8107910156,3864.6281738281
1,2018-01-16T14:00:00Z,sky is clear,1986.3328857422,2851.2099609375,3900.939453125
1,2018-01-16T15:00:00Z,sky is clear,2209.2578125,3272.0905761719,4229.0922851562
1,2018-01-16T16:00:00Z,sky is clear,2906.1037597656,3832.3881835938,4934.7456054688
1,2018-01-16T17:00:00Z,sky is clear,2626.4348144531,3741.8459472656,4471.7211914062
1,2018-01-16T18:00:00Z,sky is clear,2190.123046875,2841.7497558594,3841.5593261719
1,2018-01-16T19:00:00Z,sky is clear,1708.9338378906,2383.8723144531,3010.1284179688
1,2018-01-16T20:00:00Z,sky is clear,1403.4891357422,1901.4357910156,2470.1645507812
1,2018-01-16T21:00:00Z,sky is clear,1057.5706787109,1446.2666015625,1940.736328125
1,2018-01-16T22:00:00Z,sky is clear,854.1317138672,1177.9981689453,1676.7902832031
1,2018-01-16T23:00:00Z,sky is clear,371.9902954102,742.0947875977,1191.1104736328
1,2018-01-17T00:00:00Z,sky is clear,217.5644226074,504.9917602539,986.3895263672
1,2018-01-17T01:00:00Z,sky is clear,-13.2810668945,334.3193969727,760.0839233398
1,2018-01-17T02:00:00Z,sky is clear,-64.7539825439,268.2330322266,600.5075073242
1,2018-01-17T03:00:00Z,sky is clear,-24.3535003662,361.3278503418,780.1448974609
1,2018-01-17T04:00:00Z,sky is clear,421.9256591797,696.8961791992,1061.0906982422
1,2018-01-17T05:00:00Z,sky is clear,644.8527832031,1252.9602050781,2094.8664550781
1,2018-01-17T06:00:00Z,sky is clear,1658.6392822266,2407.7604980469,3250.1401367188
1,2018-01-17T07:00:00Z,sky is clear,1944.3826904297,2738.5192871094,3841.958984375
1,2018-01-17T08:00:00Z,sky is clear,1728.4409179688,2822.9484863281,3811.4763183594
1,2018-01-17T09:00:00Z,sky is clear,1835.0747070312,2705.0634765625,3600.7724609375
1,2018-01-17T10:00:00Z,sky is clear,2370.5314941406,3132.5649414062,4001.4858398438
1,2018-01-17T11:00:00Z,sky is clear,2293.6257324219,3141.8662109375,3994.6420898438
1,2018-01-17T12:00:00Z,sky is clear,2641.6069335938,3493.6652832031,4395.3696289062
1,2018-01-17T13:00:00Z,sky is clear,3181.3649902344,3945.3129882812,4816.189453125
1,2018-01-17T14:00:00Z,sky is clear,3241.8273925781,4213.8090820312,5422.7587890625
1,2018-01-17T15:00:00Z,sky is clear,3345.59375,4281.6435546875,5542.9301757812
1,2018-01-17T16:00:00Z,sky is clear,3036.484375,3875.2629394531,4949.8491210938
1,2018-01-17T17:00:00Z,sky is clear,2762.8776855469,3400.8352050781,4255.5869140625
1,2018-01-17T18:00:00Z,sky is clear,2223.1101074219,2752.1923828125,3289.0651855469
1,2018-01-17T19:00:00Z,sky is clear,1649.7894287109,2165.3715820312,2662.3388671875
1,2018-01-17T20:00:00Z,sky is clear,1331.3426513672,1870.6202392578,2244.6579589844
1,2018-01-17T21:00:00Z,sky is clear,1072.9266357422,1535.6815185547,1917.6809082031
1,2018-01-17T22:00:00Z,sky is clear,711.1078491211,1037.6804199219,1551.8295898438
1,2018-01-17T23:00:00Z,sky is clear,228.6448059082,648.8138427734,1077.8884277344
1,2018-01-18T00:00:00Z,sky is clear,43.4160118103,273.0838317871,501.7031860352
1,2018-01-18T01:00:00Z,sky is clear,-146.0655975342,125.7266769409,402.9000854492
1,2018-01-18T02:00:00Z,sky is clear,-109.2624359131,74.8635559082,317.1027526855
1,2018-01-18T03:00:00Z,sky is clear,-112.1495285034,94.4239120483,436.6918334961
1,2018-01-18T04:00:00Z,sky is clear,264.2181091309,578.5621337891,1048.796875
1,2018-01-18T05:00:00Z,sky is clear,749.3399658203,1268.3004150391,1885.2604980469
1,2018-01-18T06:00:00Z,sky is clear,1686.6820068359,2448.3449707031,3339.7407226562
1,2018-01-18T07:00:00Z,sky is clear,1729.7620849609,2546.162109375,3648.8820800781
1,2018-01-18T08:00:00Z,sky is clear,1646.1872558594,2594.2556152344,3883.3835449219
1,2018-01-18T09:00:00Z,sky is clear,1792.6431884766,2819.0158691406,4101.0541992188
1,2018-01-18T10:00:00Z,sky is clear,2154.0539550781,3078.6943359375,3918.5397949219
1,2018-01-18T11:00:00Z,sky is clear,2352.8361816406,3539.7412109375,4582.0053710938
1,2018-01-18T12:00:00Z,sky is clear,3015.1696777344,3535.0461425781,4791.1625976562
1,2018-01-18T13:00:00Z,sky is clear,2823.8508300781,3508.4853515625,4437.8696289062
1,2018-01-18T14:00:00Z,sky is clear,2973.328125,3990.5632324219,4607.3608398438
1,2018-01-18T15:00:00Z,sky is clear,3250.6044921875,4003.8999023438,4764.1220703125
1,2018-01-18T16:00:00Z,sky is clear,2790.4765625,4243.5703125,5146.09765625
1,2018-01-18T17:00:00Z,sky is clear,2723.7722167969,3582.0434570312,4286.9375
1,2018-01-18T18:00:00Z,sky is clear,2026.2973632812,2685.4399414062,3555.9357910156
1,2018-01-18T19:00:00Z,sky is clear,1407.3125,2190.765625,2919.744140625
1,2018-01-18T20:00:00Z,sky is clear,999.8316650391,1944.6313476562,2777.1884765625
1,2018-01-18T21:00:00Z,sky is clear,1372.9904785156,2386.0886230469,3277.0610351562
1,2018-01-18T22:00:00Z,sky is clear,1274.8447265625,1966.4172363281,2703.7958984375
1,2018-01-18T23:00:00Z,sky is clear,816.4532470703,1175.8226318359,1643.515625
1,2018-01-19T00:00:00Z,sky is clear,178.1536407471,427.63671875,763.2050170898
1,2018-01-19T01:00:00Z,sky is clear,-24.4539489746,218.9931488037,446.3999633789
1,2018-01-19T02:00:00Z,sky is clear,-96.4106750488,121.7979354858,363.0989685059
1,2018-01-19T03:00:00Z,sky is clear,-129.2498168945,105.4389724731,341.5188598633
1,2018-01-19T04:00:00Z,sky is clear,-63.1492538452,204.2849578857,458.772644043
1,2018-01-19T05:00:00Z,sky is clear,278.2007751465,682.8305053711,1118.5678710938
1,2018-01-19T06:00:00Z,sky is clear,399.157409668,822.7196655273,1177.4675292969
1,2018-01-19T07:00:00Z,sky is clear,351.0496826172,1125.5628662109,1961.462890625
1,2018-01-19T08:00:00Z,sky is clear,588.2983398438,1496.3922119141,2461.4047851562
1,2018-01-19T09:00:00Z,sky is clear,1560.5131835938,2090.7373046875,2714.892578125
1,2018-01-19T10:00:00Z,sky is clear,840.1676025391,2569.4182128906,3797.01171875
1,2018-01-19T11:00:00Z,sky is clear,1918.7183837891,3535.359375,4978.9848632812
1,2018-01-19T12:00:00Z,sky is clear,2242.8916015625,4144.4291992188,6121.1875
1,2018-01-19T13:00:00Z,sky is clear,2532.7641601562,4099.7709960938,5320.5600585938
1,2018-01-19T14:00:00Z,sky is clear,3033.1171875,4109.5415039062,5513.171875
1,2018-01-19T15:00:00Z,sky is clear,3324.9909667969,4374.8935546875,5688.9018554688
1,2018-01-19T16:00:00Z,sky is clear,3301.3151855469,3940.9558105469,4799.0927734375
1,2018-01-19T17:00:00Z,sky is clear,2523.0673828125,3297.5366210938,3914.9675292969
1,2018-01-19T18:00:00Z,sky is clear,2016.896484375,2663.2653808594,3493.0439453125
1,2018-01-19T19:00:00Z,sky is clear,1364.5563964844,1928.2990722656,2580.1440429688
1,2018-01-19T20:00:00Z,sky is clear,1207.0535888672,1648.2293701172,2095.5227050781
1,2018-01-19T21:00:00Z,sky is clear,1223.9273681641,1665.6789550781,2148.6008300781
1,2018-01-19T22:00:00Z,sky is clear,1047.9510498047,1441.7580566406,1901.5864257812
1,2018-01-19T23:00:00Z,sky is clear,538.5462646484,841.3462524414,1081.2971191406
1,2018-01-20T00:00:00Z,sky is clear,328.1571960449,546.7916259766,781.6396484375
1,2018-01-20T01:00:00Z,sky is clear,94.9768218994,270.7114562988,497.4238891602
1,2018-01-20T02:00:00Z,sky is clear,-1.7483520508,190.3636627197,423.3054504395
1,2018-01-20T03:00:00Z,sky is clear,-2.521774292,187.8283538818,396.2462158203
1,2018-01-20T04:00:00Z,sky is clear,-60.0090332031,255.3549499512,598.8679199219
1,2018-01-20T05:00:00Z,sky is clear,-123.2245788574,353.4422302246,694.3677978516
1,2018-01-20T06:00:00Z,sky is clear,-29.3792419434,368.2653503418,661.4717407227
1,2018-01-20T07:00:00Z,sky is clear,54.9208221436,497.6728820801,1236.9827880859
1,2018-01-20T08:00:00Z,sky is clear,159.8898620605,834.7211303711,1643.4569091797
1,2018-01-20T09:00:00Z,sky is clear,295.7508544922,951.1221923828,1924.7927246094
1,2018-01-20T10:00:00Z,sky is clear,882.0773925781,1605.1989746094,2297.7160644531
1,2018-01-20T11:00:00Z,sky is clear,832.7172851562,1645.7606201172,2560.6149902344
1,2018-01-20T12:00:00Z,sky is clear,1163.9464111328,2088.2436523438,3119.712890625
1,2018-01-20T13:00:00Z,sky is clear,1495.8518066406,2268.6003417969,3256.2067871094
1,2018-01-20T14:00:00Z,sky is clear,1140.7543945312,2049.2585449219,3130.4221191406
1,2018-01-20T15:00:00Z,sky is clear,1734.4260253906,2437.4750976562,3176.0505371094
1,2018-01-20T16:00:00Z,sky is clear,1444.1823730469,2370.7875976562,3610.7890625
1,2018-01-20T17:00:00Z,sky is clear,1541.0219726562,2342.68359375,4075.6965332031
1,2018-01-20T18:00:00Z,sky is clear,1280.0756835938,1982.6632080078,2910.3544921875
1,2018-01-20T19:00:00Z,sky is clear,973.4891357422,1672.9787597656,2284.7404785156
1,2018-01-20T20:00:00Z,sky is clear,962.7634277344,1445.2309570312,2097.31640625
1,2018-01-20T21:00:00Z,sky is clear,734.6096191406,1397.2100830078,2101.3842773438
1,2018-01-20T22:00:00Z,sky is clear,472.8897094727,1022.8380126953,1477.0041503906
1,2018-01-20T23:00:00Z,sky is clear,435.7580566406,945.7604980469,1361.8056640625
